NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xnaAAB,PADARIA,FAIXA 4,-16.00527778,-48.07694444,9.493073054631141E-5
0011x00000D1xlxAAB,PADARIA,FAIXA 4,-16.00277778,-48.06,1.8322328023801755
0011x00000D1xlQAAR,PADARIA,FAIXA 4,-15.8275,-48.07944444,19.768843583740114
0011x00000D1xnYAAR,PADARIA,FAIXA 4,-15.82722222,-47.9225,25.781364114062693
0011x00000D1xoBAAR,PADARIA,FAIXA 4,-20.44361111,-52.88083333,707.6414503476105
0011x00000D1xoTAAR,PADARIA,FAIXA 4,-1.43222222,-48.48222222,1620.980430516116
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
